day,Actual.Stop.Station,Segment.Direction,Service.Line,Leading.Set.Type,Node.Seq.Order,Actual.Station.Dprt.Time.Band,Occupancy Status,is_weekend,is_peak
13,12,0,2,5,15,83,0,0,0
11,271,0,21,4,18,37,0,0,1
16,51,1,13,8,3,32,0,0,1
15,21,1,20,3,13,35,0,1,1
16,261,0,6,0,6,43,0,0,0
11,261,1,19,0,19,71,2,0,1
12,64,0,13,2,6,73,0,0,1
12,136,0,2,5,12,69,0,0,1
15,157,1,19,0,8,55,0,1,0
10,235,1,26,0,12,64,0,0,1
16,160,1,2,0,12,32,1,0,1
16,57,0,2,5,19,62,0,0,0
10,118,0,17,2,5,49,0,0,0
13,49,1,13,8,3,24,0,0,0
11,107,0,17,2,35,42,0,0,0
15,206,0,19,0,8,38,0,1,1
11,98,0,24,1,18,44,0,0,0
10,292,0,13,2,9,87,0,0,0
10,130,0,1,0,10,38,0,0,1
11,181,0,26,0,19,32,0,0,1
14,279,0,2,0,24,42,0,1,0
10,32,1,10,8,1,68,0,0,1
16,25,0,1,0,9,41,0,0,0
11,191,0,19,0,19,81,0,0,0
15,201,1,1,0,12,55,0,1,0
14,142,1,26,9,7,18,0,1,0
14,37,1,26,9,7,46,0,1,0
16,7,1,21,0,4,66,0,0,1
14,128,0,21,0,13,46,0,1,0
10,44,1,24,6,7,39,0,0,1
14,155,1,24,0,5,79,0,1,0
15,24,0,1,0,11,82,0,1,0
11,189,0,15,0,4,47,0,0,0
11,264,1,21,0,5,63,0,0,0
15,215,0,2,0,14,92,0,1,0
13,218,0,26,0,2,29,0,0,1
12,89,0,18,0,12,87,0,0,0
11,245,1,26,4,9,29,0,0,1
10,171,1,21,0,21,83,0,0,0
16,174,0,9,1,11,69,0,0,1
10,245,1,26,0,16,46,0,0,0
16,4,1,13,8,7,74,0,0,1
10,191,1,19,8,2,64,0,0,1
12,228,1,21,8,10,77,0,0,0
13,201,1,1,5,12,65,0,0,1
12,187,1,17,2,4,27,0,0,0
14,144,1,22,0,1,86,0,1,0
14,78,0,2,0,7,88,0,1,0
10,245,0,15,0,12,26,0,0,0
13,41,1,15,0,3,59,0,0,0
10,185,1,6,0,6,62,0,0,0
14,55,0,19,0,8,36,0,1,1
15,239,1,6,0,5,53,0,1,0
15,194,0,21,0,5,75,0,1,1
12,19,1,2,0,7,52,0,0,0
12,158,0,20,3,9,72,0,0,1
13,85,1,10,8,2,77,0,0,0
11,276,0,17,9,11,91,0,0,0
12,100,1,17,9,8,38,0,0,1
14,60,0,26,0,6,77,0,1,0
13,136,1,2,5,12,73,0,0,1
15,132,1,13,8,6,81,0,1,0
14,191,0,19,0,17,25,0,1,0
16,4,1,13,8,9,59,0,0,0
13,283,1,26,0,15,88,0,0,0
16,41,1,26,0,14,65,0,0,1
11,158,1,11,3,2,74,0,0,1
10,261,1,21,0,4,73,0,0,1
10,4,1,13,8,7,69,0,0,1
16,194,1,21,2,1,57,0,0,0
14,182,1,21,0,2,69,0,1,1
13,41,0,15,0,11,92,0,0,0
12,239,0,6,0,3,63,0,0,0
10,276,0,17,2,8,72,0,0,1
13,281,0,21,8,6,58,0,0,0
15,248,1,13,8,15,24,0,1,0
16,285,1,18,0,4,82,0,0,0
12,47,0,2,4,9,70,0,0,1
16,140,0,24,0,20,51,0,0,0
13,83,0,26,0,20,35,0,0,1
11,239,0,6,4,3,33,0,0,1
15,271,1,21,0,3,21,0,1,0
10,185,0,6,0,2,38,0,0,1
16,8,1,26,8,11,70,0,0,1
13,234,1,2,5,8,70,0,0,1
13,291,0,13,8,5,91,0,0,0
12,291,0,1,0,6,75,1,0,1
10,285,0,18,0,9,47,0,0,0
16,133,0,13,8,6,23,0,0,0
14,46,1,24,0,8,55,0,1,0
12,261,0,6,4,6,56,0,0,0
10,54,1,6,0,7,50,0,0,0
12,89,0,17,9,4,30,0,0,1
11,203,0,7,1,10,43,0,0,0
13,261,1,6,4,2,69,0,0,1
14,195,1,14,2,8,28,0,1,1
10,41,0,26,4,3,67,1,0,1
10,215,1,2,5,4,46,0,0,0
10,294,1,13,8,17,34,0,0,1
15,261,0,10,8,2,83,0,1,0
10,122,0,1,5,5,82,0,0,0
16,46,0,24,0,13,30,0,0,1
14,196,0,25,2,6,34,0,1,1
12,234,0,2,0,18,48,0,0,0
11,131,1,26,0,2,54,0,0,0
13,56,0,19,0,15,65,0,0,1
13,49,0,13,8,11,40,0,0,0
15,89,0,17,2,4,28,0,1,1
16,109,1,17,9,26,85,0,0,0
12,134,0,17,2,12,67,0,0,1
16,70,1,13,8,1,85,0,0,0
12,32,1,10,8,1,33,0,0,1
11,118,1,21,0,1,27,0,0,0
16,245,0,18,0,4,87,0,0,0
16,199,0,13,8,3,54,0,0,0
14,303,1,2,0,2,52,0,1,0
12,11,0,13,2,7,36,0,0,1
14,298,1,14,2,3,40,0,1,0
12,224,1,1,1,3,38,0,0,1
15,57,1,2,0,7,43,0,1,0
11,291,0,13,8,5,39,0,0,1
10,219,0,2,5,3,61,0,0,0
13,154,1,15,0,11,33,2,0,1
12,277,1,21,0,8,53,0,0,0
12,272,0,21,8,19,27,0,0,0
12,31,0,13,2,17,83,0,0,0
10,245,0,24,1,4,58,0,0,0
10,70,0,13,8,16,42,0,0,0
14,261,0,10,8,2,46,0,1,0
13,281,0,21,0,6,31,0,0,1
13,194,1,21,2,1,59,0,0,0
11,86,1,24,5,2,79,0,0,0
12,54,1,13,8,12,76,0,0,0
10,28,0,26,0,16,23,0,0,0
16,65,1,18,0,7,52,0,0,0
14,245,0,26,0,3,94,0,1,0
13,54,1,6,0,1,61,0,0,0
10,235,0,26,2,8,38,0,0,1
11,194,0,21,0,5,28,0,0,1
14,291,1,13,8,14,84,0,1,0
14,54,0,6,0,7,69,0,1,1
12,120,1,13,8,13,40,0,0,0
10,116,0,1,0,18,91,0,0,0
16,154,0,15,0,3,87,0,0,0
10,50,1,3,1,1,51,0,0,0
12,185,0,6,0,2,90,0,0,0
10,118,0,17,9,5,39,0,0,1
14,248,0,2,0,5,56,0,1,0
11,195,0,13,2,8,43,0,0,0
11,235,0,26,2,15,61,0,0,0
13,46,1,24,0,11,76,0,0,0
12,185,1,6,0,6,60,0,0,0
12,91,1,24,0,12,95,0,0,0
12,49,1,13,8,3,30,0,0,1
11,124,0,13,8,7,75,0,0,1
16,133,0,13,8,9,63,0,0,0
12,161,0,10,8,3,69,0,0,1
10,245,1,26,0,22,90,0,0,0
16,102,0,24,0,8,38,0,0,1
12,54,0,6,0,1,65,0,0,1
16,46,0,24,0,13,86,0,0,0
11,224,0,1,0,13,68,0,0,1
16,248,0,2,7,4,35,0,0,1
14,255,0,13,8,4,57,0,1,0
11,174,1,1,1,4,31,0,0,1
13,98,1,1,5,7,64,0,0,1
12,217,1,7,4,25,51,0,0,0
12,153,1,1,0,1,72,0,0,1
10,146,0,21,8,12,36,0,0,1
13,284,0,26,0,21,29,0,0,1
13,242,1,2,5,22,78,0,0,0
10,226,0,26,0,11,22,0,0,0
16,26,1,2,5,1,53,0,0,0
11,89,0,18,0,12,77,0,0,0
11,206,0,19,8,17,63,0,0,0
13,207,1,26,9,20,65,0,0,1
10,191,0,19,0,19,70,0,0,1
13,98,0,24,5,18,42,0,0,0
10,73,0,18,0,10,53,0,0,0
10,245,1,15,0,2,43,0,0,0
10,281,0,21,0,6,66,0,0,1
12,205,0,26,8,11,3,0,0,0
11,218,1,26,8,14,24,1,0,0
12,71,1,15,0,4,60,0,0,0
12,155,1,24,0,5,15,0,0,0
12,22,0,17,2,6,10,0,0,0
10,46,0,7,4,16,66,0,0,1
14,124,1,13,8,8,82,0,1,0
11,137,0,26,9,7,89,0,0,0
10,95,0,24,0,5,59,0,0,0
12,261,1,21,8,23,81,0,0,0
16,195,0,13,2,17,84,0,0,0
11,245,0,15,0,12,36,0,0,1
15,55,0,19,0,1,43,0,1,0
13,171,0,21,0,4,83,0,0,0
12,43,0,3,4,5,18,0,0,0
13,170,1,11,3,6,43,0,0,0
14,191,0,19,0,10,43,0,1,0
13,275,1,11,6,13,52,0,0,0
11,224,1,1,0,13,56,0,0,0
10,246,1,15,0,6,86,0,0,0
12,165,1,18,0,5,49,0,0,0
10,261,0,6,0,6,84,0,0,0
11,149,0,24,4,16,45,0,0,0
11,243,0,15,0,5,61,0,0,0
15,133,0,13,8,6,41,0,1,0
16,218,1,18,8,11,57,0,0,0
13,238,0,26,9,13,22,0,0,0
15,261,1,21,0,23,77,0,1,0
15,212,1,17,2,8,45,0,1,0
10,88,0,13,8,17,49,0,0,0
16,261,1,10,8,5,76,0,0,0
16,170,0,11,6,7,73,0,0,1
11,137,1,26,9,18,81,0,0,0
13,54,1,26,9,26,2,0,0,0
14,95,0,24,0,5,41,0,1,0
15,218,1,18,0,11,68,0,1,1
13,174,0,1,0,16,78,0,0,0
10,12,1,2,0,10,33,0,0,1
10,45,0,2,5,10,49,0,0,0
12,103,0,1,5,2,60,0,0,0
11,185,0,6,0,2,72,0,0,1
16,46,0,24,0,13,84,0,0,0
14,202,1,1,0,10,75,0,1,1
11,95,0,24,1,5,58,0,0,0
12,41,1,15,0,3,52,0,0,0
16,19,0,2,7,11,66,0,0,1
14,210,0,15,0,6,31,0,1,1
12,89,1,17,2,12,35,0,0,1
11,267,0,26,9,11,60,0,0,0
16,141,1,24,5,2,83,0,0,0
14,174,0,1,0,17,49,0,1,0
12,293,0,21,0,7,62,0,0,0
9,108,0,26,8,7,2,0,0,0
16,164,0,1,0,3,77,0,0,0
12,245,0,26,0,3,88,0,0,0
14,81,0,1,0,17,95,0,1,0
13,149,1,15,0,1,59,0,0,0
13,31,1,13,2,2,67,0,0,1
12,193,1,18,0,8,47,0,0,0
11,154,0,15,0,3,73,1,0,1
13,207,1,26,9,14,27,0,0,0
13,235,0,26,8,7,39,0,0,1
16,261,0,6,0,6,64,0,0,1
16,8,1,26,2,19,42,0,0,0
13,149,1,2,5,1,72,0,0,1
14,261,0,21,0,2,86,1,1,0
14,261,0,19,0,2,90,0,1,0
13,291,1,1,0,14,83,0,0,0
12,287,1,2,5,5,50,0,0,0
10,258,1,19,8,3,65,0,0,1
10,46,1,7,7,11,50,0,0,0
16,194,0,21,0,5,39,0,0,1
15,63,1,13,2,20,15,0,1,0
14,238,1,26,9,13,56,0,1,0
14,261,0,6,0,6,36,0,1,1
10,255,0,13,8,4,85,0,0,0
16,194,1,21,8,16,69,0,0,1
16,124,1,13,8,2,95,0,0,0
14,165,1,18,0,5,40,0,1,0
13,275,0,11,6,3,69,0,0,1
14,261,1,6,5,2,39,0,1,1
11,90,1,2,0,15,40,0,0,0
13,265,0,1,0,7,38,0,0,1
13,201,1,1,0,12,20,0,0,0
13,122,1,1,4,9,44,0,0,0
10,286,1,26,0,11,23,0,0,0
11,144,0,24,0,6,70,1,0,1
12,65,0,18,0,6,42,0,0,0
12,247,1,13,8,7,25,0,0,0
10,216,1,21,4,6,65,0,0,1
16,54,1,10,8,6,27,0,0,0
15,54,0,21,0,1,76,0,1,0
10,120,0,13,8,12,36,0,0,1
11,210,0,15,0,6,46,0,0,0
11,225,1,13,8,17,90,0,0,0
10,45,0,2,0,10,69,0,0,1
15,161,1,10,2,4,37,0,1,1
11,203,1,26,8,7,61,0,0,0
12,122,1,1,0,11,32,1,0,1
11,53,1,24,0,4,87,0,0,0
16,25,1,0,0,7,61,0,0,0
13,291,0,1,0,6,78,0,0,0
16,220,1,1,5,1,87,0,0,0
13,180,1,21,0,3,40,0,0,0
16,41,1,18,0,10,36,1,0,1
11,75,1,26,0,7,73,0,0,1
12,74,0,1,0,4,85,0,0,0
13,301,0,21,0,3,57,0,0,0
15,133,1,13,8,10,74,0,1,1
11,291,0,13,8,4,56,0,0,0
10,232,0,26,0,11,41,0,0,0
10,118,0,17,9,5,63,1,0,0
10,192,1,19,0,10,37,0,0,1
13,98,0,24,0,18,58,0,0,0
12,12,1,2,5,11,45,0,0,0
11,198,0,22,7,1,93,0,0,0
13,102,1,24,0,13,72,0,0,1
11,56,1,19,4,6,33,0,0,1
10,12,1,2,0,3,72,0,0,1
12,146,0,21,0,12,43,0,0,0
11,54,1,13,8,16,52,0,0,0
11,239,1,6,0,5,66,0,0,1
11,261,1,19,0,19,61,0,0,0
12,226,0,26,8,16,4,0,0,0
12,144,1,22,7,1,50,0,0,0
16,245,1,15,0,2,66,0,0,1
16,240,1,21,8,10,65,0,0,1
13,200,1,17,2,3,72,0,0,1
15,5,1,19,0,12,34,0,1,1
11,120,1,13,8,8,30,1,0,1
12,241,0,26,8,13,40,0,0,0
12,139,0,2,5,20,91,0,0,0
16,83,0,26,0,17,54,0,0,0
13,65,1,18,0,7,1,0,0,0
10,158,1,11,6,2,26,0,0,0
11,11,1,13,8,13,22,0,0,0
12,169,1,7,4,15,73,0,0,1
14,144,1,26,0,2,91,0,1,0
10,151,0,13,8,8,66,0,0,1
10,70,0,13,8,21,64,0,0,1
12,54,1,13,8,13,36,0,0,1
16,203,1,26,0,17,83,0,0,0
10,264,0,21,0,16,41,0,0,0
14,194,1,19,0,14,82,0,1,0
15,118,0,21,0,20,90,0,1,0
12,240,0,21,0,8,47,0,0,0
15,123,0,11,3,2,72,0,1,1
15,191,1,19,0,2,85,0,1,0
11,291,0,13,8,5,74,0,0,1
13,245,1,18,0,9,67,0,0,1
12,84,1,17,9,13,74,0,0,1
11,247,0,13,2,5,31,0,0,1
10,281,1,19,0,15,84,0,0,0
16,185,1,6,5,6,53,0,0,0
14,3,0,13,8,11,44,0,1,0
10,65,0,18,0,6,26,0,0,0
12,212,1,17,2,22,92,0,0,0
11,191,0,19,0,19,70,0,0,1
15,145,1,26,9,13,19,0,1,0
13,232,1,26,0,8,69,0,0,1
12,144,1,26,2,20,54,0,0,0
15,12,0,2,0,1,29,0,1,1
11,185,1,6,0,6,47,0,0,0
10,54,0,6,5,7,58,0,0,0
14,206,0,19,0,8,56,0,1,0
10,89,0,17,2,4,36,0,0,1
10,124,0,13,8,14,58,0,0,0
13,261,0,10,8,2,48,0,0,0
12,155,0,24,0,19,89,0,0,0
13,22,0,21,0,24,67,0,0,1
13,171,1,19,0,17,78,0,0,0
13,121,0,7,4,23,51,0,0,0
10,203,1,26,9,19,76,0,0,0
14,54,0,6,5,1,82,0,1,0
11,102,0,26,0,7,1,0,0,0
16,84,1,18,0,2,60,0,0,0
11,248,0,2,4,5,78,0,0,0
13,283,1,7,4,19,35,0,0,1
11,54,1,6,5,7,63,0,0,0
11,206,1,19,0,4,50,0,0,0
15,120,0,13,2,4,47,0,1,0
13,258,1,19,0,3,32,0,0,1
12,228,1,21,0,14,40,0,0,0
12,41,0,15,0,11,25,0,0,0
15,69,1,23,2,3,69,0,1,1
14,91,1,24,0,9,71,0,1,1
11,28,0,26,0,9,38,0,0,1
12,154,0,15,0,3,59,0,0,0
15,198,0,22,0,1,33,0,1,1
14,245,0,24,0,4,62,0,1,0
13,84,1,18,0,2,82,0,0,0
16,153,0,1,0,19,85,0,0,0
10,60,0,3,1,1,68,0,0,1
13,218,1,18,0,11,27,0,0,0
9,32,1,10,8,1,1,0,0,0
12,299,0,17,2,12,8,0,0,0
15,124,0,13,8,17,87,0,1,0
12,299,0,17,2,10,32,0,0,1
13,54,1,6,0,1,41,0,0,0
14,261,0,10,2,2,94,0,1,0
15,261,0,6,0,6,32,0,1,1
11,8,0,26,8,6,84,0,0,0
13,267,0,26,9,10,68,0,0,1
11,102,0,26,0,8,67,0,0,1
13,55,0,21,0,10,48,0,0,0
16,8,0,24,5,7,73,0,0,1
12,54,1,6,0,1,81,0,0,0
14,279,1,24,0,6,40,0,1,0
14,116,0,1,0,13,86,0,1,0
15,248,1,13,8,13,32,0,1,1
15,303,0,2,0,16,36,0,1,1
12,102,0,26,0,8,88,0,0,0
13,280,1,13,8,1,25,0,0,0
15,138,1,26,9,11,42,0,1,0
14,13,0,1,0,8,69,0,1,1
11,142,1,26,9,2,69,0,0,1
14,146,1,21,0,13,43,0,1,0
13,293,1,19,4,8,63,0,0,0
11,54,1,6,0,7,48,0,0,0
13,238,0,26,9,12,42,0,0,0
13,207,0,26,0,16,91,0,0,0
16,245,1,26,0,13,29,1,0,1
10,304,0,7,4,14,66,0,0,1
11,239,0,6,1,3,33,1,0,1
10,161,1,10,2,4,68,0,0,1
11,19,0,2,5,11,46,0,0,0
11,218,1,13,8,12,28,1,0,1
14,141,0,1,0,18,49,0,1,0
12,103,1,1,0,14,35,1,0,1
12,261,0,17,2,2,68,0,0,1
16,122,1,1,0,15,59,0,0,0
10,98,1,24,0,6,94,0,0,0
12,301,1,21,0,18,20,0,0,0
12,286,0,26,4,11,76,0,0,0
11,224,0,1,4,13,37,0,0,1
13,283,1,26,0,5,37,0,0,1
16,198,1,22,7,2,64,0,0,1
16,44,0,1,5,18,80,0,0,0
13,232,0,26,0,17,5,0,0,0
14,264,0,21,0,16,94,0,1,0
13,240,0,21,0,8,64,0,0,1
12,200,1,17,9,17,83,0,0,0
11,46,0,24,1,13,59,0,0,0
13,253,1,11,3,1,54,0,0,0
11,297,0,13,8,15,37,0,0,1
12,54,0,17,2,1,47,0,0,0
16,149,0,24,0,17,23,0,0,0
13,32,0,10,8,6,37,0,0,1
10,61,1,13,2,19,86,0,0,0
10,54,1,6,0,1,71,0,0,1
10,245,0,15,0,12,25,0,0,0
11,152,1,13,8,4,56,0,0,0
16,153,1,0,0,1,26,0,0,0
13,73,0,18,8,10,38,0,0,1
12,178,1,13,8,6,67,0,0,1
10,54,0,18,8,1,22,0,0,0
11,98,1,24,0,6,19,0,0,0
10,120,1,13,8,10,67,0,0,1
10,261,0,6,1,6,85,0,0,0
10,83,1,26,0,2,46,0,0,0
15,54,0,26,0,1,57,0,1,0
13,83,1,26,0,2,40,0,0,0
11,219,1,2,0,1,5,0,0,0
12,293,0,21,0,7,43,0,0,0
15,38,0,13,2,16,79,0,1,0
10,42,0,7,1,17,62,0,0,0
16,239,1,6,7,5,36,0,0,1
10,302,0,17,2,20,42,0,0,0
12,32,1,10,8,1,38,0,0,1
10,290,1,20,6,2,27,0,0,0
16,51,0,13,8,10,79,0,0,0
14,189,1,15,5,10,27,0,1,0
16,103,1,1,1,12,34,2,0,1
12,296,0,26,9,15,31,0,0,1
14,185,1,6,0,6,34,0,1,1
15,261,0,10,8,2,57,0,1,0
11,102,1,24,0,13,22,0,0,0
10,54,1,6,0,7,54,0,0,0
16,218,1,2,5,16,86,0,0,0
10,81,1,1,0,9,23,0,0,0
11,49,1,13,8,3,52,0,0,0
10,248,0,13,8,3,66,0,0,1
15,279,1,24,0,6,40,0,1,0
14,130,1,1,0,14,70,0,1,1
13,28,0,26,4,16,71,0,0,1
10,174,1,1,5,4,65,0,0,1
10,144,1,22,7,1,84,0,0,0
10,182,0,21,0,23,54,0,0,0
10,58,1,6,4,4,83,0,0,0
14,219,0,2,5,3,18,0,1,0
13,53,1,7,1,7,35,0,0,1
16,218,1,15,0,12,54,0,0,0
16,28,0,26,0,16,31,0,0,1
15,198,0,22,0,1,52,0,1,0
14,239,1,6,0,5,43,0,1,0
14,197,0,13,8,10,80,0,1,0
16,284,1,26,2,4,67,0,0,1
12,261,1,6,1,2,66,0,0,1
11,231,1,13,8,18,94,0,0,0
15,210,1,15,0,8,30,0,1,1
12,46,0,24,0,13,48,0,0,0
16,303,1,2,7,2,34,0,0,1
10,301,1,6,0,3,31,0,0,1
14,141,1,1,0,3,89,0,1,0
16,293,1,21,8,11,65,0,0,1
15,98,1,1,0,7,32,0,1,1
12,232,0,26,0,11,70,0,0,1
13,243,0,15,0,5,94,0,0,0
10,78,0,2,4,7,30,0,0,1
15,85,1,10,2,2,49,0,1,0
16,261,1,6,0,2,44,0,0,0
11,54,0,26,8,1,79,0,0,0
12,130,1,1,0,1,53,0,0,0
11,118,0,19,0,20,88,0,0,0
15,218,0,24,0,2,50,0,1,0
16,88,1,13,8,3,82,0,0,0
10,98,0,24,0,18,58,0,0,0
11,164,1,1,5,13,46,0,0,0
16,120,1,13,8,1,27,0,0,0
13,257,1,13,8,14,45,0,0,0
13,300,1,17,2,13,37,0,0,1
10,41,0,18,0,3,40,0,0,0
14,141,0,1,0,18,91,0,1,0
10,153,0,1,5,19,25,0,0,0
16,54,1,13,8,12,28,0,0,1
12,206,1,19,0,4,49,0,0,0
13,291,1,1,0,10,41,0,0,0
12,116,0,1,5,12,84,0,0,0
16,220,1,1,0,11,37,0,0,1
13,42,1,24,4,7,27,0,0,0
15,210,1,15,0,8,72,0,1,1
11,282,0,26,9,19,52,0,0,0
14,218,0,26,0,2,49,0,1,0
12,209,1,13,8,12,58,0,0,0
10,245,0,26,4,4,34,0,0,1
10,225,0,13,8,8,76,0,0,0
14,55,1,21,0,11,32,0,1,1
16,51,0,13,8,10,63,0,0,0
14,206,1,18,0,4,95,0,1,0
10,1,0,17,9,22,95,0,0,0
12,301,1,21,2,3,60,0,0,0
11,95,1,24,4,16,58,0,0,0
15,219,0,2,0,3,76,0,1,0
16,165,0,18,0,8,39,0,0,1
11,293,0,21,0,7,48,0,0,0
11,175,0,13,8,13,71,0,0,1
13,216,1,21,8,6,34,0,0,1
16,54,1,6,0,1,23,0,0,0
16,65,1,18,0,7,35,1,0,1
15,272,0,21,0,19,55,0,1,0
16,202,1,1,0,10,74,0,0,1
16,59,0,26,0,17,88,0,0,0
13,301,1,6,4,3,34,1,0,1
11,281,0,17,2,6,69,2,0,1
16,261,0,6,0,6,50,0,0,0
13,191,0,19,0,19,82,0,0,0
14,281,1,21,0,15,71,0,1,1
11,78,1,2,5,11,47,0,0,0
13,41,0,15,4,11,64,0,0,1
11,161,1,10,8,4,51,0,0,0
11,187,0,17,2,15,53,0,0,0
10,301,1,6,5,3,23,0,0,0
10,67,0,13,8,14,0,0,0,0
14,242,0,2,0,4,33,0,1,1
14,89,1,18,0,1,27,0,1,0
14,203,1,26,5,1,72,0,1,1
12,8,1,24,5,14,67,0,0,1
16,75,0,26,4,17,78,0,0,0
11,198,1,22,7,2,51,0,0,0
11,207,0,26,2,23,59,0,0,0
12,217,0,26,0,11,38,0,0,1
13,210,0,15,0,6,50,0,0,0
15,262,1,13,2,9,84,0,1,0
16,194,0,21,0,5,89,0,0,0
10,66,1,13,8,5,80,0,0,0
10,28,0,26,0,4,76,0,0,0
16,106,0,13,8,17,29,0,0,1
11,129,0,10,8,4,48,0,0,0
11,85,0,10,8,5,34,0,0,1
16,75,0,26,2,17,62,0,0,0
13,74,0,1,5,4,70,1,0,1
10,185,0,6,0,2,36,0,0,1
14,164,1,1,0,13,34,0,1,1
13,119,0,2,4,8,78,0,0,0
14,164,1,1,0,18,77,0,1,0
10,301,1,19,0,18,47,0,0,0
12,304,0,7,1,11,74,0,0,1
10,291,0,13,2,3,42,0,0,0
10,22,1,17,2,11,79,0,0,0
12,194,0,19,0,5,35,1,0,1
16,26,1,2,4,1,36,0,0,1
12,277,1,21,0,4,85,0,0,0
13,140,0,24,0,5,80,0,0,0
15,245,1,15,0,2,35,0,1,1
10,54,1,10,8,6,36,0,0,1
12,118,1,21,4,1,64,0,0,1
14,198,1,22,0,2,59,0,1,0
13,195,0,13,2,8,51,0,0,0
10,70,0,13,8,16,53,0,0,0
16,89,1,18,0,1,82,0,0,0
15,102,1,26,0,1,45,0,1,0
16,49,1,13,8,3,56,0,0,0
13,114,1,11,6,2,31,0,0,1
14,248,0,2,0,5,29,0,1,1
10,46,1,24,1,11,75,0,0,1
10,108,1,26,0,12,29,0,0,1
15,218,0,24,5,2,54,0,1,0
14,300,1,17,9,6,77,0,1,0
10,28,0,26,9,4,77,0,0,0
11,63,0,13,2,16,29,0,0,1
12,120,0,13,2,4,75,0,0,1
12,75,1,26,0,7,77,0,0,0
10,264,1,21,0,9,35,0,0,1
13,293,1,17,2,15,30,1,0,1
10,123,1,11,3,14,80,0,0,0
11,239,1,6,0,5,68,0,0,1
10,54,0,21,0,1,54,0,0,0
13,120,1,13,8,1,21,0,0,0
15,218,0,15,5,2,88,0,1,0
13,257,0,14,8,9,28,0,0,1
13,293,1,21,0,18,58,0,0,0
10,95,0,24,5,7,19,0,0,0
11,73,0,18,0,10,91,0,0,0
12,43,0,3,7,3,77,0,0,0
12,223,1,26,0,7,47,0,0,0
15,257,1,13,2,14,43,0,1,0
16,218,0,24,0,2,84,0,0,0
11,69,0,13,8,21,1,0,0,0
9,203,0,26,0,8,0,0,0,0
10,1,1,17,9,3,19,0,0,0
13,164,0,1,0,3,77,0,0,0
11,198,0,22,7,1,70,0,0,1
15,182,1,21,0,2,55,0,1,0
16,259,0,11,6,9,70,0,0,1
16,54,1,13,8,16,65,0,0,1
11,245,0,18,8,4,28,0,0,1
12,261,0,21,0,2,40,0,0,0
12,27,1,26,9,2,28,0,0,1
15,143,0,15,0,7,49,0,1,0
15,144,0,26,0,4,66,0,1,1
10,262,1,13,8,9,37,0,0,1
13,242,0,2,0,4,71,1,0,1
10,225,1,13,8,17,78,0,0,0
14,53,0,24,5,17,57,0,1,0
13,85,1,10,2,2,31,0,0,1
11,128,1,21,0,5,30,0,0,1
15,178,1,13,8,9,81,0,1,0
12,181,1,26,0,5,82,0,0,0
12,218,1,13,8,15,61,0,0,0
11,255,1,13,8,9,34,2,0,1
13,55,0,21,0,10,80,0,0,0
16,174,0,24,0,22,24,0,0,0
11,235,0,26,0,7,76,0,0,0
11,207,0,26,2,23,63,0,0,0
16,248,0,2,7,4,26,0,0,0
12,194,0,19,0,5,74,0,0,1
12,144,1,26,0,12,57,0,0,0
13,271,1,21,4,3,64,0,0,1
13,102,1,24,0,13,89,0,0,0
10,60,0,26,0,7,75,0,0,1
11,108,0,26,8,9,54,0,0,0
15,46,0,24,0,13,59,0,1,0
9,200,0,17,2,20,10,0,0,0
11,267,1,26,9,14,88,0,0,0
10,89,1,19,0,7,71,0,0,1
13,295,0,17,2,9,55,0,0,0
11,241,1,26,0,4,74,0,0,1
10,49,1,13,8,3,80,0,0,0
12,74,0,1,0,4,41,0,0,0
10,279,0,24,0,15,90,0,0,0
14,74,1,1,5,12,42,0,1,0
12,5,1,21,8,12,62,0,0,0
11,292,0,23,2,1,20,0,0,0
15,140,0,24,0,5,1,0,1,0
15,171,1,21,0,17,85,0,1,0
11,164,0,1,0,3,29,0,0,1
13,146,0,21,0,12,48,0,0,0
14,192,0,19,0,2,79,0,1,0
11,143,0,15,0,7,84,0,0,0
16,191,0,19,0,19,54,0,0,0
16,103,1,1,0,18,37,1,0,1
16,90,0,2,0,3,55,0,0,0
12,124,1,13,8,8,84,0,0,0
13,141,1,1,1,3,30,0,0,1
11,218,0,2,5,2,59,0,0,0
15,131,0,26,0,3,44,0,1,0
12,261,0,10,8,2,58,0,0,0
15,215,1,2,0,12,66,0,1,1
12,41,0,18,0,3,47,0,0,0
13,299,0,17,2,12,4,0,0,0
13,279,1,7,4,9,38,0,0,1
9,261,0,10,2,2,1,0,0,0
15,182,1,21,0,2,29,0,1,1
15,248,1,13,8,20,27,0,1,0
14,42,0,2,5,23,44,0,1,0
10,139,1,2,5,6,65,0,0,1
11,261,0,10,8,2,76,0,0,0
12,161,0,10,8,3,62,0,0,0
16,261,1,19,0,19,86,0,0,0
14,245,1,24,0,20,72,0,1,1
12,144,1,26,0,15,60,0,0,0
10,89,0,18,0,12,84,0,0,0
10,291,1,1,0,10,43,0,0,0
13,54,0,6,0,7,51,0,0,0
10,51,0,13,8,10,90,0,0,0
10,16,1,19,0,5,64,0,0,1
13,156,1,19,0,9,73,0,0,1
11,260,1,26,0,7,28,0,0,1
15,272,1,21,0,6,32,0,1,1
10,286,0,26,8,9,3,0,0,0
14,55,1,21,0,11,62,0,1,0
14,182,1,21,0,2,37,0,1,1
15,55,0,19,0,8,26,0,1,0
15,224,0,1,0,13,0,0,1,0
